Date,Region,Road_Type,Vehicle_Type,Vehicle_Count,Avg_Speed_kmph,Traffic_Density,Weather,Temperature_C,Humidity_%,Air_Quality_Index,Accidents_Reported,Signal_Delay_sec,Peak_Hour,Congestion_Level
12-04-2025,South Zone,Urban,Truck,1601,72,0.65,Foggy,30,88,127,1,206,Yes,Low
13-04-2025,East Zone,Urban,Bus,3633,59,0.46,Sunny,34,70,140,5,84,No,High
14-04-2025,Central Zone,Urban,Bike,4501,54,0.5,Cloudy,37,75,79,2,185,No,High
15-04-2025,West Zone,Urban,Truck,2656,38,0.33,Sunny,37,84,96,4,103,Yes,Medium
16-04-2025,Central Zone,Rural,Truck,1557,37,0.94,Sunny,32,45,187,1,199,No,Low
17-04-2025,South Zone,Urban,Bus,3553,22,0.63,Sunny,33,50,185,5,121,No,High
18-04-2025,Central Zone,Highway,Bus,4770,75,0.81,Foggy,21,68,157,2,34,No,High
19-04-2025,North Zone,Rural,Bike,3161,21,0.52,Foggy,30,43,53,0,109,Yes,High
20-04-2025,North Zone,Rural,Car,3076,45,0.69,Cloudy,34,68,143,5,78,Yes,Medium
21-04-2025,South Zone,Rural,Car,4182,33,0.91,Cloudy,28,49,79,3,120,Yes,High
22-04-2025,South Zone,Highway,Car,2978,45,0.73,Foggy,28,62,191,2,100,No,Medium
23-04-2025,South Zone,Rural,Bike,1534,79,0.71,Rainy,31,55,143,3,157,No,Low
24-04-2025,North Zone,Urban,Truck,4872,74,0.38,Rainy,23,49,178,0,176,No,High
25-04-2025,Central Zone,Urban,Bus,3519,66,0.54,Rainy,22,49,84,4,67,No,High
26-04-2025,East Zone,Urban,Truck,3214,54,0.67,Rainy,24,44,176,4,36,No,Medium
27-04-2025,Central Zone,Rural,Bike,4574,74,0.9,Sunny,32,61,107,5,244,No,High
28-04-2025,North Zone,Highway,Bike,1599,79,0.59,Foggy,27,42,174,0,147,Yes,Low
29-04-2025,North Zone,Highway,Bike,1427,39,0.54,Cloudy,25,64,134,4,252,No,Low
30-04-2025,North Zone,Urban,Car,3661,61,0.36,Foggy,26,89,159,3,61,No,High
01-05-2025,East Zone,Highway,Car,1263,42,0.48,Foggy,24,47,67,4,293,No,Low
02-05-2025,East Zone,Urban,Bus,2541,39,0.5,Rainy,26,52,125,1,197,Yes,Medium
03-05-2025,South Zone,Highway,Truck,1381,37,0.66,Foggy,29,69,185,1,35,No,Low
04-05-2025,South Zone,Urban,Bike,2857,48,0.3,Cloudy,37,69,76,1,173,Yes,Medium
05-05-2025,South Zone,Highway,Bike,923,38,0.52,Sunny,21,57,76,3,197,Yes,Low
06-05-2025,South Zone,Highway,Bike,1128,53,0.73,Rainy,30,41,162,5,195,Yes,Low
07-05-2025,South Zone,Rural,Car,4955,67,0.73,Cloudy,21,61,121,2,79,No,High
08-05-2025,Central Zone,Highway,Truck,4445,37,0.99,Foggy,28,86,189,4,107,Yes,High
09-05-2025,North Zone,Rural,Car,2376,71,0.38,Cloudy,36,64,155,2,280,Yes,Medium
10-05-2025,North Zone,Rural,Truck,4544,68,0.74,Sunny,35,77,82,4,281,No,High
11-05-2025,South Zone,Rural,Truck,3215,39,0.39,Foggy,36,49,95,2,280,No,Medium
12-05-2025,Central Zone,Rural,Truck,963,29,0.91,Sunny,26,79,98,1,86,Yes,High
13-05-2025,Central Zone,Highway,Truck,1116,54,0.56,Rainy,31,43,135,4,284,Yes,Low
14-05-2025,East Zone,Rural,Bus,4791,57,0.9,Rainy,40,59,195,1,83,No,High
15-05-2025,West Zone,Urban,Bike,4714,34,0.65,Cloudy,37,72,177,5,98,No,High
16-05-2025,South Zone,Highway,Car,1639,56,0.83,Cloudy,37,80,190,0,146,Yes,Low
17-05-2025,East Zone,Highway,Car,3343,51,0.69,Sunny,32,83,91,1,249,No,Medium
18-05-2025,North Zone,Rural,Truck,2801,51,0.95,Cloudy,23,52,73,3,264,No,Medium
19-05-2025,North Zone,Rural,Car,3514,47,0.73,Sunny,26,63,149,4,162,No,High
20-05-2025,North Zone,Rural,Car,3919,38,0.4,Foggy,28,64,63,4,203,Yes,High
21-05-2025,Central Zone,Rural,Truck,3201,50,0.89,Sunny,28,47,114,1,183,Yes,Medium
22-05-2025,Central Zone,Urban,Truck,3192,67,0.9,Cloudy,33,64,64,1,33,Yes,Medium
23-05-2025,South Zone,Highway,Bus,2400,61,0.75,Rainy,22,43,121,5,226,No,Medium
24-05-2025,Central Zone,Highway,Car,1501,75,0.92,Rainy,29,71,100,0,289,Yes,Low
25-05-2025,East Zone,Urban,Truck,2428,20,0.69,Sunny,30,76,68,4,120,Yes,High
26-05-2025,East Zone,Urban,Bus,2999,76,0.34,Cloudy,29,62,60,0,87,Yes,Medium
27-05-2025,West Zone,Urban,Bus,3588,71,0.37,Cloudy,20,49,150,4,118,No,High
28-05-2025,West Zone,Highway,Car,4171,50,0.31,Sunny,20,50,157,1,108,Yes,High
29-05-2025,North Zone,Highway,Truck,4474,77,0.93,Sunny,25,74,124,3,245,Yes,High
30-05-2025,East Zone,Rural,Truck,2762,49,0.65,Rainy,39,76,64,3,165,Yes,Medium
31-05-2025,North Zone,Highway,Car,3309,34,0.92,Rainy,22,63,178,2,80,Yes,Medium
01-06-2025,North Zone,Highway,Car,4947,56,0.83,Cloudy,23,65,74,4,224,Yes,High
02-06-2025,Central Zone,Rural,Car,4950,30,0.66,Foggy,29,73,145,5,90,Yes,High
03-06-2025,South Zone,Rural,Car,1504,76,0.91,Rainy,27,53,61,2,110,No,Low
04-06-2025,Central Zone,Highway,Bus,4727,70,0.62,Sunny,38,43,85,3,224,No,High
05-06-2025,East Zone,Urban,Truck,4891,22,0.31,Rainy,34,75,89,5,267,No,High
06-06-2025,South Zone,Highway,Truck,3784,71,0.87,Cloudy,20,68,144,3,115,Yes,High
07-06-2025,East Zone,Highway,Truck,1158,77,0.42,Foggy,37,61,68,4,121,No,Low
08-06-2025,Central Zone,Urban,Bus,1272,76,0.69,Rainy,29,51,152,0,68,Yes,Low
09-06-2025,Central Zone,Highway,Truck,4434,43,0.97,Sunny,20,52,118,5,128,Yes,High
10-06-2025,Central Zone,Highway,Car,2118,30,0.64,Foggy,37,83,124,2,133,Yes,Medium
11-06-2025,Central Zone,Rural,Car,3239,45,0.49,Rainy,29,44,196,2,200,Yes,Medium
12-06-2025,East Zone,Highway,Car,1235,73,0.77,Foggy,36,68,103,5,268,Yes,Low
13-06-2025,East Zone,Rural,Bike,1278,29,0.92,Cloudy,35,67,99,5,44,No,High
14-06-2025,North Zone,Rural,Bike,3325,67,0.6,Foggy,37,55,150,5,32,No,Medium
15-06-2025,West Zone,Rural,Bus,1077,77,0.61,Sunny,32,46,142,2,227,Yes,Low
16-06-2025,West Zone,Urban,Bike,1832,69,0.47,Rainy,39,50,166,3,189,Yes,Medium
17-06-2025,East Zone,Highway,Truck,3157,23,0.7,Foggy,21,74,150,1,107,Yes,High
18-06-2025,South Zone,Urban,Bike,1662,72,0.92,Cloudy,39,44,83,1,149,Yes,Low
19-06-2025,Central Zone,Urban,Bike,1031,31,0.65,Cloudy,35,78,146,4,74,Yes,Low
20-06-2025,East Zone,Rural,Bike,4020,62,0.95,Cloudy,28,55,142,0,235,No,High
21-06-2025,North Zone,Highway,Car,1502,71,0.42,Sunny,22,75,94,1,110,No,Low
22-06-2025,West Zone,Rural,Car,1731,44,0.79,Rainy,31,90,81,0,132,No,Low
23-06-2025,South Zone,Rural,Car,2588,79,0.91,Rainy,36,77,107,4,143,Yes,Medium
24-06-2025,North Zone,Highway,Truck,4642,31,0.54,Rainy,32,71,51,1,248,Yes,High
25-06-2025,South Zone,Urban,Truck,4162,48,0.96,Rainy,26,49,136,1,201,Yes,High
26-06-2025,North Zone,Urban,Bus,2041,31,0.51,Cloudy,22,87,77,2,265,Yes,Medium
27-06-2025,North Zone,Rural,Truck,4750,60,0.87,Cloudy,22,54,99,5,96,Yes,High
28-06-2025,Central Zone,Urban,Car,3521,41,0.62,Foggy,27,59,111,4,177,No,High
29-06-2025,North Zone,Rural,Car,2947,31,0.56,Cloudy,33,65,154,1,282,No,Medium
30-06-2025,South Zone,Highway,Car,1397,57,0.76,Cloudy,26,75,142,4,154,No,Low
01-07-2025,South Zone,Urban,Car,3810,51,0.6,Foggy,25,88,74,4,91,No,High
02-07-2025,North Zone,Highway,Truck,3314,42,0.84,Cloudy,21,70,163,3,113,Yes,Medium
03-07-2025,North Zone,Rural,Car,4013,39,0.65,Foggy,26,88,171,4,198,Yes,High
04-07-2025,Central Zone,Urban,Bike,3462,50,0.5,Foggy,37,49,160,3,167,No,Medium
05-07-2025,South Zone,Urban,Bus,4596,36,0.52,Rainy,28,52,102,1,136,No,High
06-07-2025,Central Zone,Highway,Bus,3606,23,0.32,Sunny,20,83,153,2,87,No,High
07-07-2025,East Zone,Rural,Car,4294,79,0.56,Cloudy,32,54,156,3,153,Yes,High
08-07-2025,West Zone,Rural,Truck,4826,54,0.64,Sunny,32,80,116,3,243,No,High
09-07-2025,West Zone,Highway,Car,1211,25,0.82,Cloudy,25,52,145,2,45,Yes,High
10-07-2025,South Zone,Highway,Bike,3128,48,0.46,Sunny,31,54,92,1,121,Yes,Medium
11-07-2025,North Zone,Rural,Bus,2799,55,0.41,Cloudy,35,60,128,2,188,Yes,Medium
12-07-2025,South Zone,Rural,Bike,2496,28,0.91,Sunny,33,49,120,3,81,Yes,High
13-07-2025,East Zone,Rural,Truck,2991,76,0.68,Foggy,36,87,131,2,80,Yes,Medium
14-07-2025,East Zone,Rural,Car,3310,29,0.9,Foggy,21,90,171,3,272,Yes,High
15-07-2025,East Zone,Urban,Car,2151,58,0.53,Foggy,21,76,161,0,97,Yes,Medium
16-07-2025,West Zone,Highway,Car,1327,24,0.51,Sunny,35,50,116,3,55,No,High
17-07-2025,South Zone,Highway,Truck,4913,33,0.61,Foggy,34,79,99,3,245,Yes,High
18-07-2025,North Zone,Highway,Car,2803,49,0.55,Cloudy,37,45,124,5,206,No,Medium
19-07-2025,West Zone,Highway,Car,4747,22,0.44,Foggy,37,82,71,3,54,No,High
20-07-2025,West Zone,Urban,Bus,2169,38,0.59,Foggy,28,68,112,5,103,No,Medium
21-07-2025,Central Zone,Urban,Car,3772,32,0.92,Cloudy,32,41,119,2,223,No,High
22-07-2025,West Zone,Rural,Truck,1425,27,0.5,Foggy,33,52,103,2,36,No,High
23-07-2025,Central Zone,Highway,Bike,2945,70,0.42,Rainy,23,51,161,3,204,Yes,Medium
24-07-2025,South Zone,Rural,Bus,4824,72,0.95,Cloudy,33,48,121,0,39,No,High
25-07-2025,South Zone,Urban,Bus,2742,78,0.73,Cloudy,35,66,118,1,149,No,Medium
26-07-2025,West Zone,Highway,Bike,1126,55,0.96,Foggy,26,50,162,2,186,Yes,Low
27-07-2025,North Zone,Highway,Truck,4131,68,0.52,Rainy,26,49,76,2,200,No,High
28-07-2025,West Zone,Rural,Truck,1135,20,0.57,Rainy,28,71,73,4,71,No,High
29-07-2025,West Zone,Rural,Car,4129,26,0.35,Sunny,37,63,194,4,128,Yes,High
30-07-2025,East Zone,Urban,Bike,3615,65,0.39,Rainy,30,47,117,4,151,Yes,High
31-07-2025,East Zone,Highway,Car,3292,67,1,Foggy,36,65,74,4,91,No,Medium
01-08-2025,North Zone,Rural,Bike,3231,71,0.68,Sunny,26,70,131,0,50,Yes,Medium
02-08-2025,East Zone,Urban,Car,4261,48,0.75,Foggy,23,47,143,3,176,Yes,High
03-08-2025,West Zone,Highway,Bus,2300,37,0.61,Foggy,24,45,152,5,274,No,Medium
04-08-2025,West Zone,Rural,Bus,1971,56,0.64,Rainy,38,54,71,1,95,No,Medium
05-08-2025,Central Zone,Rural,Car,1322,47,0.91,Rainy,30,57,160,0,146,Yes,Low
06-08-2025,South Zone,Rural,Car,1148,26,0.49,Rainy,22,57,190,4,134,No,High
07-08-2025,East Zone,Rural,Car,4770,79,0.57,Rainy,36,83,149,3,101,No,High
08-08-2025,East Zone,Highway,Car,976,65,0.97,Foggy,38,83,178,2,55,No,Low
09-08-2025,North Zone,Rural,Truck,2394,41,0.8,Foggy,32,69,118,2,130,Yes,Medium
10-08-2025,North Zone,Highway,Car,4755,52,0.63,Sunny,26,71,94,5,233,No,High
11-08-2025,North Zone,Urban,Car,2965,75,0.49,Foggy,21,64,181,1,38,Yes,Medium
12-08-2025,East Zone,Rural,Car,2162,46,0.93,Foggy,25,67,120,3,129,Yes,Medium
13-08-2025,North Zone,Urban,Bus,910,57,0.54,Rainy,28,53,69,4,212,No,Low
14-08-2025,East Zone,Highway,Truck,1258,74,0.57,Sunny,30,73,96,2,176,No,Low
15-08-2025,South Zone,Urban,Car,4227,27,0.43,Rainy,32,66,60,4,136,No,High
16-08-2025,West Zone,Urban,Car,4793,66,0.69,Foggy,25,57,101,5,149,No,High
17-08-2025,Central Zone,Rural,Bus,2682,41,0.49,Sunny,38,55,188,3,179,No,Medium
18-08-2025,Central Zone,Highway,Car,4445,30,0.64,Foggy,27,77,190,1,148,Yes,High
19-08-2025,South Zone,Rural,Truck,3708,50,1,Rainy,32,90,57,0,294,Yes,High
20-08-2025,East Zone,Rural,Car,2052,63,0.37,Cloudy,32,84,171,4,291,No,Medium
21-08-2025,East Zone,Urban,Bus,821,62,0.7,Cloudy,23,72,185,0,58,Yes,Low
22-08-2025,South Zone,Highway,Truck,2118,30,0.46,Cloudy,39,71,104,2,36,Yes,Medium
23-08-2025,South Zone,Rural,Bike,3287,76,0.98,Foggy,34,62,147,1,291,Yes,Medium
24-08-2025,South Zone,Highway,Bus,3273,27,0.91,Cloudy,36,45,183,0,86,No,High
25-08-2025,North Zone,Rural,Car,3509,28,0.39,Rainy,22,76,171,3,85,No,High
26-08-2025,East Zone,Rural,Car,2578,38,0.4,Cloudy,31,53,120,0,125,Yes,Medium
27-08-2025,South Zone,Rural,Car,4800,60,0.67,Rainy,23,76,197,5,250,No,High
28-08-2025,South Zone,Rural,Truck,3800,75,0.41,Foggy,23,66,87,1,112,Yes,High
29-08-2025,East Zone,Highway,Truck,4568,64,0.78,Foggy,27,63,162,3,187,Yes,High
30-08-2025,East Zone,Urban,Bike,4135,25,0.94,Sunny,27,54,62,2,41,Yes,High
31-08-2025,West Zone,Urban,Bike,3690,47,0.55,Foggy,26,47,199,4,274,No,High
01-09-2025,East Zone,Rural,Bus,3858,31,0.49,Foggy,24,47,177,2,165,No,High
02-09-2025,West Zone,Urban,Bus,1946,47,0.38,Rainy,30,77,124,0,297,Yes,Medium
03-09-2025,South Zone,Rural,Truck,4761,54,0.69,Cloudy,24,66,195,1,64,Yes,High
04-09-2025,North Zone,Highway,Truck,1298,45,0.3,Rainy,38,86,62,5,88,No,Low
05-09-2025,Central Zone,Highway,Bike,4595,31,0.86,Foggy,34,41,107,2,152,No,High
06-09-2025,South Zone,Urban,Truck,1431,65,0.74,Foggy,26,40,147,5,246,Yes,Low
07-09-2025,West Zone,Highway,Bus,2258,28,0.57,Sunny,38,41,158,0,190,Yes,High
08-09-2025,Central Zone,Rural,Bike,3953,69,0.67,Sunny,27,88,104,4,115,Yes,High
09-09-2025,South Zone,Highway,Bus,4472,60,0.38,Cloudy,39,49,187,5,147,No,High
10-09-2025,South Zone,Urban,Truck,4920,64,0.45,Sunny,30,85,133,1,121,No,High
11-09-2025,North Zone,Highway,Bike,4809,75,0.97,Sunny,25,50,75,4,227,Yes,High
12-09-2025,East Zone,Urban,Car,4848,75,0.66,Rainy,38,43,165,5,136,No,High
13-09-2025,East Zone,Rural,Truck,3329,63,0.95,Cloudy,29,75,196,4,193,No,Medium
14-09-2025,South Zone,Highway,Car,4064,72,0.71,Sunny,40,46,134,0,249,Yes,High
15-09-2025,East Zone,Urban,Bus,3643,72,0.36,Sunny,35,76,94,0,224,Yes,High
16-09-2025,South Zone,Urban,Car,2887,25,0.49,Rainy,29,72,107,5,166,Yes,High
17-09-2025,North Zone,Highway,Car,3108,62,0.58,Sunny,26,72,140,2,163,No,Medium
18-09-2025,Central Zone,Urban,Truck,2226,44,0.91,Rainy,24,83,151,2,205,Yes,Medium
19-09-2025,North Zone,Rural,Car,2664,38,0.79,Foggy,27,69,193,2,211,No,Medium
20-09-2025,North Zone,Rural,Bike,1583,75,0.59,Sunny,28,85,91,4,124,No,Low
21-09-2025,North Zone,Rural,Car,3145,59,0.34,Foggy,38,69,187,2,288,Yes,Medium
22-09-2025,South Zone,Highway,Bus,1884,35,0.52,Cloudy,29,64,62,4,32,Yes,Medium
23-09-2025,South Zone,Highway,Bus,1931,55,0.74,Sunny,38,69,155,5,245,Yes,Medium
24-09-2025,East Zone,Highway,Truck,2625,27,0.85,Rainy,35,56,143,2,251,Yes,High
25-09-2025,South Zone,Urban,Bike,2322,49,0.52,Rainy,39,57,70,2,222,Yes,Medium
26-09-2025,North Zone,Urban,Car,877,62,0.51,Foggy,21,40,88,2,120,No,Low
27-09-2025,West Zone,Highway,Car,4782,69,0.64,Sunny,37,55,90,2,291,No,High
28-09-2025,East Zone,Rural,Truck,4187,24,0.44,Foggy,30,64,68,3,76,Yes,High
29-09-2025,West Zone,Highway,Truck,3091,70,0.82,Rainy,38,48,140,2,87,Yes,Medium
30-09-2025,West Zone,Urban,Bike,3479,52,0.52,Foggy,20,71,83,0,148,No,Medium
01-10-2025,East Zone,Highway,Car,3024,80,0.41,Cloudy,26,81,149,3,181,No,Medium
02-10-2025,South Zone,Highway,Bike,1955,64,0.71,Cloudy,22,87,134,1,225,Yes,Medium
03-10-2025,West Zone,Highway,Bike,3427,23,0.51,Foggy,35,70,80,1,296,Yes,High
04-10-2025,South Zone,Rural,Car,3599,43,0.61,Foggy,29,48,157,1,148,Yes,High
05-10-2025,West Zone,Urban,Bus,3044,56,0.71,Sunny,26,41,67,1,171,No,Medium
06-10-2025,North Zone,Highway,Bike,2000,22,0.37,Sunny,38,55,169,0,229,No,High
07-10-2025,East Zone,Highway,Bus,4492,29,0.48,Sunny,21,61,122,0,226,No,High
08-10-2025,Central Zone,Urban,Truck,1000,76,0.46,Cloudy,26,42,80,4,129,Yes,Low
09-10-2025,South Zone,Highway,Bus,4277,66,0.91,Rainy,34,46,187,3,175,No,High
10-10-2025,North Zone,Urban,Truck,1889,38,0.56,Sunny,34,43,153,4,37,Yes,Medium
11-10-2025,Central Zone,Highway,Truck,4408,40,0.53,Rainy,30,59,143,5,182,No,High
12-10-2025,East Zone,Rural,Bike,4574,35,0.96,Cloudy,24,83,190,2,291,No,High
13-10-2025,South Zone,Highway,Bike,1118,32,0.7,Sunny,20,42,88,1,227,Yes,Low
14-10-2025,East Zone,Rural,Truck,1791,48,0.45,Sunny,29,85,157,3,46,No,Low
15-10-2025,West Zone,Urban,Truck,2682,49,0.85,Cloudy,39,56,118,5,275,No,Medium
16-10-2025,Central Zone,Urban,Bus,3706,51,0.64,Sunny,30,64,158,3,235,No,High
17-10-2025,North Zone,Urban,Bus,3734,67,0.45,Rainy,23,61,198,4,183,No,High
18-10-2025,Central Zone,Urban,Car,1651,58,0.82,Cloudy,27,55,63,5,249,No,Low
19-10-2025,West Zone,Urban,Truck,1927,59,0.41,Rainy,35,61,185,3,112,No,Medium
20-10-2025,South Zone,Urban,Bus,2124,53,0.97,Foggy,40,74,110,3,152,Yes,Medium
21-10-2025,West Zone,Rural,Bus,3709,76,0.43,Sunny,33,55,56,1,208,No,High
22-10-2025,North Zone,Highway,Bike,3143,75,0.37,Rainy,24,75,171,5,123,No,Medium
23-10-2025,South Zone,Rural,Bus,2695,40,0.37,Foggy,24,89,149,4,107,Yes,Medium
24-10-2025,South Zone,Highway,Bike,995,77,0.78,Rainy,20,76,67,4,272,No,Low
25-10-2025,East Zone,Urban,Car,4604,65,0.71,Rainy,28,78,190,4,185,No,High
26-10-2025,North Zone,Rural,Truck,2468,36,0.31,Sunny,35,71,88,1,148,Yes,Medium
27-10-2025,South Zone,Urban,Bus,2950,76,0.89,Cloudy,35,51,183,3,65,Yes,Medium
28-10-2025,West Zone,Rural,Bike,3612,36,0.99,Foggy,23,74,99,0,258,Yes,High
29-10-2025,South Zone,Rural,Bus,1400,68,0.9,Rainy,23,44,173,2,188,No,Low
30-10-2025,East Zone,Rural,Truck,2056,58,0.88,Rainy,40,58,102,0,215,Yes,Medium
31-10-2025,North Zone,Highway,Truck,1714,80,0.91,Rainy,26,49,200,0,71,No,Low
01-11-2025,North Zone,Urban,Car,2959,33,0.52,Cloudy,29,86,173,1,295,Yes,Medium
02-11-2025,West Zone,Urban,Bus,4187,70,0.69,Sunny,26,45,132,1,233,No,High
03-11-2025,Central Zone,Urban,Truck,2068,68,0.99,Cloudy,26,66,189,1,35,Yes,Medium
04-11-2025,North Zone,Highway,Car,1099,30,0.54,Cloudy,32,75,180,0,82,No,Low
05-11-2025,West Zone,Rural,Truck,891,22,0.64,Foggy,35,50,146,4,30,Yes,High
06-11-2025,West Zone,Highway,Bus,1669,75,0.91,Foggy,40,63,150,2,99,Yes,Low
07-11-2025,North Zone,Urban,Bus,1784,54,0.76,Sunny,21,64,157,4,95,No,Low
08-11-2025,Central Zone,Highway,Car,4031,44,0.81,Cloudy,35,88,86,4,129,Yes,High
09-11-2025,South Zone,Highway,Car,3189,39,0.97,Foggy,27,81,75,1,279,Yes,Medium
10-11-2025,East Zone,Rural,Bus,3309,52,0.83,Sunny,22,52,90,4,270,Yes,Medium
11-11-2025,West Zone,Rural,Bus,1619,50,0.32,Rainy,36,89,160,4,172,No,Low
12-11-2025,North Zone,Rural,Bike,4581,80,0.49,Cloudy,36,45,70,3,161,Yes,High
13-11-2025,East Zone,Highway,Bus,2525,33,1,Cloudy,26,86,56,3,118,No,Medium
14-11-2025,West Zone,Rural,Bike,1638,45,0.76,Rainy,34,59,91,3,161,No,Low
15-11-2025,Central Zone,Rural,Bus,4653,24,0.57,Sunny,39,81,75,4,200,No,High
16-11-2025,West Zone,Urban,Car,2580,37,0.52,Foggy,20,64,115,1,271,No,Medium
17-11-2025,West Zone,Rural,Truck,4255,77,0.95,Foggy,32,86,147,3,184,Yes,High
18-11-2025,West Zone,Rural,Truck,4625,21,0.37,Cloudy,34,41,57,4,172,Yes,High
19-11-2025,East Zone,Urban,Car,4660,32,0.92,Sunny,32,53,106,3,140,No,High
20-11-2025,South Zone,Highway,Truck,2306,71,0.41,Sunny,23,82,145,0,48,Yes,Medium
21-11-2025,South Zone,Highway,Truck,3774,30,0.88,Sunny,22,75,108,1,87,Yes,High
22-11-2025,North Zone,Rural,Bus,1059,30,0.88,Cloudy,36,73,140,4,251,Yes,Low
23-11-2025,West Zone,Urban,Truck,3614,69,0.83,Foggy,26,59,105,5,240,Yes,High
24-11-2025,North Zone,Highway,Truck,2253,58,0.64,Foggy,37,45,131,2,110,Yes,Medium
25-11-2025,North Zone,Urban,Truck,2417,25,0.66,Foggy,38,87,143,5,147,No,High
26-11-2025,South Zone,Urban,Car,2812,59,0.91,Foggy,30,59,64,2,261,Yes,Medium
27-11-2025,Central Zone,Rural,Truck,3861,71,0.81,Sunny,36,78,73,4,259,Yes,High
28-11-2025,West Zone,Urban,Car,3461,35,0.72,Foggy,33,89,172,0,187,No,Medium
29-11-2025,South Zone,Urban,Truck,3283,26,0.57,Foggy,40,63,135,5,128,Yes,High
30-11-2025,North Zone,Rural,Truck,1481,73,0.52,Sunny,37,41,114,2,273,No,Low
01-12-2025,East Zone,Urban,Bike,1552,40,0.67,Rainy,29,52,99,5,145,Yes,Low
02-12-2025,East Zone,Highway,Bike,2493,29,0.98,Foggy,29,87,173,0,88,Yes,High
03-12-2025,West Zone,Highway,Car,4811,66,0.38,Cloudy,26,44,186,4,76,Yes,High
04-12-2025,Central Zone,Urban,Car,3624,77,0.42,Rainy,32,66,104,1,50,No,High
05-12-2025,East Zone,Urban,Bike,3722,79,0.65,Sunny,38,75,100,5,73,Yes,High
06-12-2025,Central Zone,Highway,Car,2454,76,0.42,Rainy,32,73,107,2,255,Yes,Medium
07-12-2025,Central Zone,Rural,Car,3047,62,0.32,Rainy,24,62,148,4,170,Yes,Medium
08-12-2025,East Zone,Urban,Car,4232,70,0.69,Rainy,24,45,144,2,167,No,High
09-12-2025,North Zone,Rural,Truck,1848,53,0.69,Cloudy,34,77,135,0,86,No,Medium
10-12-2025,North Zone,Urban,Bus,4198,42,0.88,Cloudy,26,40,192,1,274,No,High
11-12-2025,West Zone,Urban,Truck,3078,47,0.77,Cloudy,39,78,99,3,293,Yes,Medium
12-12-2025,East Zone,Highway,Truck,1701,68,0.6,Rainy,29,55,139,5,297,No,Low
13-12-2025,West Zone,Rural,Car,1302,26,0.84,Cloudy,27,68,145,2,63,No,High
14-12-2025,Central Zone,Highway,Bus,3020,22,0.84,Sunny,20,78,115,4,145,Yes,High
15-12-2025,South Zone,Urban,Bike,4318,34,0.55,Cloudy,35,83,65,5,167,Yes,High
16-12-2025,West Zone,Rural,Truck,3874,33,0.39,Sunny,30,57,132,4,223,Yes,High
17-12-2025,North Zone,Urban,Bus,1651,42,0.92,Sunny,23,81,145,1,133,Yes,Low
18-12-2025,West Zone,Rural,Truck,2930,63,0.96,Rainy,39,46,76,5,136,Yes,Medium
19-12-2025,West Zone,Highway,Bike,4498,70,0.95,Foggy,28,56,110,3,241,Yes,High
20-12-2025,South Zone,Rural,Bus,3884,41,0.47,Cloudy,32,65,51,2,243,Yes,High
21-12-2025,North Zone,Urban,Car,3046,52,0.79,Cloudy,25,87,128,3,101,No,Medium
22-12-2025,West Zone,Highway,Truck,4983,68,0.44,Rainy,30,61,158,4,106,Yes,High
23-12-2025,West Zone,Rural,Truck,1678,52,0.38,Sunny,27,41,190,0,53,No,Low
24-12-2025,South Zone,Urban,Truck,3655,42,0.65,Rainy,29,64,148,0,147,Yes,High
25-12-2025,East Zone,Urban,Truck,2505,25,0.87,Cloudy,35,63,116,4,67,No,High
26-12-2025,East Zone,Urban,Bus,4684,50,0.64,Foggy,21,70,120,4,235,No,High
27-12-2025,Central Zone,Rural,Car,3235,65,1,Rainy,33,84,130,0,196,Yes,Medium
28-12-2025,East Zone,Rural,Bike,4309,59,0.93,Rainy,35,67,100,3,204,Yes,High
29-12-2025,Central Zone,Urban,Car,3201,32,0.95,Rainy,33,47,101,3,248,No,Medium
30-12-2025,South Zone,Highway,Truck,2636,49,0.99,Sunny,27,88,177,0,243,No,Medium
31-12-2025,Central Zone,Urban,Car,2231,42,0.31,Cloudy,25,85,111,5,178,Yes,Medium
01-01-2025,West Zone,Rural,Bike,3129,39,0.5,Cloudy,25,64,51,4,258,Yes,Medium
02-01-2025,South Zone,Rural,Bus,1510,46,0.42,Sunny,36,46,153,4,104,Yes,Low
03-01-2025,West Zone,Highway,Truck,4413,56,0.62,Rainy,22,48,149,4,43,Yes,High
04-01-2025,East Zone,Highway,Bike,3738,25,0.87,Foggy,26,49,83,1,241,No,High
05-01-2025,North Zone,Highway,Car,3142,64,0.94,Rainy,33,73,126,2,168,Yes,Medium
06-01-2025,North Zone,Urban,Truck,3077,29,0.55,Cloudy,26,58,155,2,59,Yes,High
07-01-2025,Central Zone,Rural,Truck,2695,45,0.85,Rainy,34,74,94,2,177,Yes,Medium
08-01-2025,Central Zone,Urban,Bus,1514,45,0.97,Foggy,32,75,105,0,155,No,Low
09-01-2025,South Zone,Rural,Truck,3485,78,0.74,Cloudy,31,78,107,3,55,Yes,Medium
10-01-2025,South Zone,Urban,Bus,1044,37,0.72,Rainy,32,45,76,3,232,No,Low
11-01-2025,East Zone,Rural,Truck,2903,77,0.76,Foggy,29,43,172,1,65,No,Medium
12-01-2025,South Zone,Urban,Car,3385,30,0.87,Cloudy,27,62,116,1,247,Yes,Medium
13-01-2025,Central Zone,Rural,Truck,2290,42,0.55,Rainy,21,65,168,1,192,No,Medium
